Technically possible output frequencies (fcw) of integrated cosine waveform (CW) Generator:
(with definition SW_FSTEP_MAX=128, default value 0 for RTC_CNTL_CK8M_DIV_SEL stays untouched)
setCwFrequency(): ftarget=1, fcw=122, abs(delta)=121, clk8mDiv=0, frequencyStep=1, stepSize=122.070312
setCwFrequency(): ftarget=7824, fcw=7812, abs(delta)=12, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7825, fcw=7812, abs(delta)=13, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7826, fcw=7812, abs(delta)=14, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7827, fcw=7812, abs(delta)=15, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7828, fcw=7812, abs(delta)=16, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7829, fcw=7812, abs(delta)=17, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7830, fcw=7812, abs(delta)=18, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7831, fcw=7812, abs(delta)=19, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7832, fcw=7812, abs(delta)=20, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7833, fcw=7812, abs(delta)=21, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7834, fcw=7812, abs(delta)=22, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7835, fcw=7812, abs(delta)=23, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7836, fcw=7812, abs(delta)=24, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7837, fcw=7812, abs(delta)=25, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7838, fcw=7812, abs(delta)=26, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7839, fcw=7812, abs(delta)=27, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7840, fcw=7812, abs(delta)=28, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7841, fcw=7812, abs(delta)=29, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7842, fcw=7812, abs(delta)=30, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7843, fcw=7812, abs(delta)=31, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7844, fcw=7812, abs(delta)=32, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7845, fcw=7812, abs(delta)=33, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7846, fcw=7812, abs(delta)=34, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7847, fcw=7812, abs(delta)=35, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7848, fcw=7812, abs(delta)=36, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7849, fcw=7812, abs(delta)=37, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7850, fcw=7812, abs(delta)=38, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7851, fcw=7812, abs(delta)=39, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7852, fcw=7812, abs(delta)=40, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7853, fcw=7812, abs(delta)=41, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7854, fcw=7812, abs(delta)=42, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7855, fcw=7812, abs(delta)=43, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7856, fcw=7812, abs(delta)=44, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7857, fcw=7812, abs(delta)=45, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7858, fcw=7812, abs(delta)=46, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7859, fcw=7812, abs(delta)=47, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7860, fcw=7812, abs(delta)=48, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7861, fcw=7812, abs(delta)=49, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7862, fcw=7812, abs(delta)=50, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7863, fcw=7812, abs(delta)=51, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7864, fcw=7812, abs(delta)=52, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7865, fcw=7812, abs(delta)=53, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7866, fcw=7812, abs(delta)=54, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7867, fcw=7812, abs(delta)=55, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7868, fcw=7812, abs(delta)=56, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7869, fcw=7812, abs(delta)=57, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7870, fcw=7812, abs(delta)=58, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7871, fcw=7812, abs(delta)=59, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7872, fcw=7812, abs(delta)=60, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7873, fcw=7812, abs(delta)=61, clk8mDiv=0, frequencyStep=64, stepSize=122.070312
setCwFrequency(): ftarget=7874, fcw=7934, abs(delta)=60, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7875, fcw=7934, abs(delta)=59, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7876, fcw=7934, abs(delta)=58, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7877, fcw=7934, abs(delta)=57, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7878, fcw=7934, abs(delta)=56, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7879, fcw=7934, abs(delta)=55, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7880, fcw=7934, abs(delta)=54, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7881, fcw=7934, abs(delta)=53, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7882, fcw=7934, abs(delta)=52, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7883, fcw=7934, abs(delta)=51, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7884, fcw=7934, abs(delta)=50, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7885, fcw=7934, abs(delta)=49, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7886, fcw=7934, abs(delta)=48, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7887, fcw=7934, abs(delta)=47, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7888, fcw=7934, abs(delta)=46, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7889, fcw=7934, abs(delta)=45, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7890, fcw=7934, abs(delta)=44, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7891, fcw=7934, abs(delta)=43, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7892, fcw=7934, abs(delta)=42, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7893, fcw=7934, abs(delta)=41, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7894, fcw=7934, abs(delta)=40, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7895, fcw=7934, abs(delta)=39, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7896, fcw=7934, abs(delta)=38, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7897, fcw=7934, abs(delta)=37, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7898, fcw=7934, abs(delta)=36, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7899, fcw=7934, abs(delta)=35, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7900, fcw=7934, abs(delta)=34, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7901, fcw=7934, abs(delta)=33, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7902, fcw=7934, abs(delta)=32, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7903, fcw=7934, abs(delta)=31, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7904, fcw=7934, abs(delta)=30, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7905, fcw=7934, abs(delta)=29, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7906, fcw=7934, abs(delta)=28, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7907, fcw=7934, abs(delta)=27, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7908, fcw=7934, abs(delta)=26, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7909, fcw=7934, abs(delta)=25, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7910, fcw=7934, abs(delta)=24, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7911, fcw=7934, abs(delta)=23, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7912, fcw=7934, abs(delta)=22, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7913, fcw=7934, abs(delta)=21, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7914, fcw=7934, abs(delta)=20, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7915, fcw=7934, abs(delta)=19, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7916, fcw=7934, abs(delta)=18, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7917, fcw=7934, abs(delta)=17, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7918, fcw=7934, abs(delta)=16, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7919, fcw=7934, abs(delta)=15, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7920, fcw=7934, abs(delta)=14, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7921, fcw=7934, abs(delta)=13, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7922, fcw=7934, abs(delta)=12, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7923, fcw=7934, abs(delta)=11, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7924, fcw=7934, abs(delta)=10, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7925, fcw=7934, abs(delta)=9, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7926, fcw=7934, abs(delta)=8, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7927, fcw=7934, abs(delta)=7, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7928, fcw=7934, abs(delta)=6, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7929, fcw=7934, abs(delta)=5, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7930, fcw=7934, abs(delta)=4, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7931, fcw=7934, abs(delta)=3, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7932, fcw=7934, abs(delta)=2, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7933, fcw=7934, abs(delta)=1, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7934, fcw=7934, abs(delta)=0, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7935, fcw=7934, abs(delta)=1, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7936, fcw=7934, abs(delta)=2, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7937, fcw=7934, abs(delta)=3, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7938, fcw=7934, abs(delta)=4, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7939, fcw=7934, abs(delta)=5, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7940, fcw=7934, abs(delta)=6, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7941, fcw=7934, abs(delta)=7, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7942, fcw=7934, abs(delta)=8, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7943, fcw=7934, abs(delta)=9, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7944, fcw=7934, abs(delta)=10, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7945, fcw=7934, abs(delta)=11, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7946, fcw=7934, abs(delta)=12, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7947, fcw=7934, abs(delta)=13, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7948, fcw=7934, abs(delta)=14, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7949, fcw=7934, abs(delta)=15, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7950, fcw=7934, abs(delta)=16, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7951, fcw=7934, abs(delta)=17, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7952, fcw=7934, abs(delta)=18, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7953, fcw=7934, abs(delta)=19, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7954, fcw=7934, abs(delta)=20, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7955, fcw=7934, abs(delta)=21, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7956, fcw=7934, abs(delta)=22, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7957, fcw=7934, abs(delta)=23, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7958, fcw=7934, abs(delta)=24, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7959, fcw=7934, abs(delta)=25, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7960, fcw=7934, abs(delta)=26, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7961, fcw=7934, abs(delta)=27, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7962, fcw=7934, abs(delta)=28, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7963, fcw=7934, abs(delta)=29, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7964, fcw=7934, abs(delta)=30, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7965, fcw=7934, abs(delta)=31, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7966, fcw=7934, abs(delta)=32, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7967, fcw=7934, abs(delta)=33, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7968, fcw=7934, abs(delta)=34, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7969, fcw=7934, abs(delta)=35, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7970, fcw=7934, abs(delta)=36, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7971, fcw=7934, abs(delta)=37, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7972, fcw=7934, abs(delta)=38, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7973, fcw=7934, abs(delta)=39, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7974, fcw=7934, abs(delta)=40, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7975, fcw=7934, abs(delta)=41, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7976, fcw=7934, abs(delta)=42, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7977, fcw=7934, abs(delta)=43, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7978, fcw=7934, abs(delta)=44, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7979, fcw=7934, abs(delta)=45, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7980, fcw=7934, abs(delta)=46, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7981, fcw=7934, abs(delta)=47, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7982, fcw=7934, abs(delta)=48, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7983, fcw=7934, abs(delta)=49, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7984, fcw=7934, abs(delta)=50, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7985, fcw=7934, abs(delta)=51, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7986, fcw=7934, abs(delta)=52, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7987, fcw=7934, abs(delta)=53, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7988, fcw=7934, abs(delta)=54, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7989, fcw=7934, abs(delta)=55, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7990, fcw=7934, abs(delta)=56, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7991, fcw=7934, abs(delta)=57, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7992, fcw=7934, abs(delta)=58, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7993, fcw=7934, abs(delta)=59, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7994, fcw=7934, abs(delta)=60, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7995, fcw=7934, abs(delta)=61, clk8mDiv=0, frequencyStep=65, stepSize=122.070312
setCwFrequency(): ftarget=7996, fcw=8056, abs(delta)=60, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=7997, fcw=8056, abs(delta)=59, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=7998, fcw=8056, abs(delta)=58, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=7999, fcw=8056, abs(delta)=57, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8000, fcw=8056, abs(delta)=56, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8001, fcw=8056, abs(delta)=55, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8002, fcw=8056, abs(delta)=54, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8003, fcw=8056, abs(delta)=53, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8004, fcw=8056, abs(delta)=52, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8005, fcw=8056, abs(delta)=51, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8006, fcw=8056, abs(delta)=50, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8007, fcw=8056, abs(delta)=49, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8008, fcw=8056, abs(delta)=48, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8009, fcw=8056, abs(delta)=47, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8010, fcw=8056, abs(delta)=46, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8011, fcw=8056, abs(delta)=45, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8012, fcw=8056, abs(delta)=44, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8013, fcw=8056, abs(delta)=43, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8014, fcw=8056, abs(delta)=42, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8015, fcw=8056, abs(delta)=41, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8016, fcw=8056, abs(delta)=40, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8017, fcw=8056, abs(delta)=39, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8018, fcw=8056, abs(delta)=38, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8019, fcw=8056, abs(delta)=37, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8020, fcw=8056, abs(delta)=36, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8021, fcw=8056, abs(delta)=35, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
setCwFrequency(): ftarget=8022, fcw=8056, abs(delta)=34, clk8mDiv=0, frequencyStep=66, stepSize=122.070312
